dates,scores,titles,url
08/23/2018,0.268188,UK Labour Leader Jeremy Corbyn proposes a publicly-funded alternative to Facebook,https://techcrunch.com/2018/08/23/uk-labour-leader-jeremy-corbyn-proposes-a-publicly-funded-alternative-to-facebook/
08/23/2018,0.1720862068965517,"This New York venture firm just closed on $520 million from 250(!) people, including former Schwab and Facebook execs",https://techcrunch.com/2018/08/23/this-new-york-venture-firm-just-closed-on-520-million-from-250-people-including-former-schwab-and-facebook-execs/
08/22/2018,0.000755172413793093,"Facebook bans first app since Cambridge Analytica, myPersonality, and suspends hundreds more",https://techcrunch.com/2018/08/22/facebook-bans-first-app-since-cambridge-analytica-mypersonality-and-suspends-hundreds-more/
08/22/2018,0.3172333333333333,Apple removed Facebook’s Onavo from the App Store for gathering app data,https://techcrunch.com/2018/08/22/apple-facebook-onavo/
08/22/2018,0.19697692307692305,Facebook VP of partnerships Dan Rose is leaving the company,https://techcrunch.com/2018/08/22/facebook-dan-rose-leaving/
08/21/2018,0.11574848484848488,Facebook and Twitter remove hundreds of accounts linked to Iranian and Russian political meddling,https://techcrunch.com/2018/08/21/facebook-and-twitter-remove-hundreds-of-accounts-linked-to-iranian-and-russian-political-meddling/
08/21/2018,-0.25760250000000007,Study ties Facebook engagement to attacks on refugees,https://techcrunch.com/2018/08/21/study-ties-facebook-engagement-to-attacks-on-refugees/
08/21/2018,0.16881864406779667,Say ‘Aloha’: A closer look at Facebook’s voice ambitions,https://techcrunch.com/2018/08/21/facebook-voice/
08/21/2018,-0.040831818181818184,"Facebook is removing over 5,000 ad targeting options to prevent discriminatory ads",https://techcrunch.com/2018/08/21/facebook-is-removing-over-5000-ad-targeting-options-to-prevent-discriminatory-ads/
08/21/2018,0.17736086956521738,Facebook assigns you a fake-news-flagging trustworthiness score,https://techcrunch.com/2018/08/21/facebook-score/
08/20/2018,0.3169744186046511,NYU and Facebook team up to supercharge MRI scans with AI,https://techcrunch.com/2018/08/20/nyu-and-facebook-team-up-to-supercharge-mri-scans-with-ai/
08/19/2018,-0.012855555555555558,HUD complaint accuses Facebook ads of violating Fair Housing Act,https://techcrunch.com/2018/08/19/hud-complaint-accuses-facebook-ads-of-violating-fair-housing-act/
08/17/2018,0.013267346938775515,Facebook’s Kodi box ban is nothing new,https://techcrunch.com/2018/08/17/facebooks-kodi-box-ban-is-nothing-new/
08/16/2018,0.596123076923077,Facebook awards $200K to Internet Defense Prize winners,https://techcrunch.com/2018/08/16/facebook-awards-200k-to-internet-defense-prize-winners/
08/16/2018,0.2021518518518519,Facebook is going back to college,https://techcrunch.com/2018/08/16/facebook-is-going-back-to-college/
